name,Summary,actors,director,BigCategory,SmallCategory,Category,runningtime,SMRY
아제아제바라아제,,"강수연,진영미,유인촌,한지일,전무송,윤인자,윤양하,김세준",,영화,드라마,영화,0,"부성의 아픔 만을 남기고 떠난 아버지 운봉스님, 돈과 성에 눈이 먼 어머니 제주댁, 어머니와 내연의 관계이면서 자신을 겁탈한 중년의 사내, 현종 선생과의 오해로 인한 이별 등으로 속세의 아픔을 느낀 순녀는 여승이 되고자 덕암사에 찾아오는데..."
집으로가는길,,"전도연,고수,강지우,최민철",,영화,드라마,영화,0,"사랑하는 남편과 딸이 세상 전부인 평범한 아내. 여권에 처음 도장이 찍히던 날, 그녀는 프랑스에서 마약범으로 몰려 교도소에 수감되는데... 2004년 10월 30일 프랑스 오를리 국제공항, 한국인 주부 마약 운반범으로 검거. 대한민국이 외면한 안타까운 사건이 공개된다."
너와 100번째 사랑,,"사카구치 켄타로,미와,류세이 료,마노 에리나,이즈미사와 유키",,영화,드라마,영화,0,서비스 해지시까지 시청 가능. 리쿠는 시간을 되돌릴 수 있는 인생 레코드로 인해 타임리프 능력을 가지게 된다. 첫사랑 소녀인 아오이가 웃는 것을 보기 위해 사용했던 인생 레코드. 하지만 이제 그녀의 슬픈 운명을 바꾸기 위한 시간 여행을 시작하는데...
악몽,,"신성일,윤정희,김대웅",,영화,드라마,영화,0,감언이설에 속아 북송되어간 재일교포 남매는 북괴 실정에 환멸을 느끼고 월남을 기도하다가 동생은 죽고 누나 에리사는 놈들에게 체포되어 동굴 속에 감금된다. 놈들은 동굴 속의 그녀를 겁탈하려 들었다. 마침 그때에 북괴군 군관 한 사람이 나타나 위기에서 벗어나는데...
기적,,"박정민,이성민,윤아,이수경,김강훈,정문성,김동현,이동용,유순웅,김자영,심순영,박인혜,안태린",,영화,드라마,영화,117,"오갈 수 있는 길은 기찻길밖에 없지만 정작 기차역은 없는 오지마을. 오늘부로 청와대에 딱 54번째 편지를 보낸 준경의 목표는 단 하나! 바로 마을에 기차역이 생기는 것. 그의 엉뚱함 속 비범함을 알아본 자칭 뮤즈 라희와 함께, 기차역을 위한 준경의 노력은 계속되는데..."
야행,,"윤정희,강신성일,주증녀,최희영,이자영",,영화,드라마,영화,0,은행에 다니는 이현주는 월남전에 참전해 전사한 여고 시절 선생님과의 사랑을 가슴에 간직하고 있다. 그녀는 같은 은행에 다니는 박대리와 동거를 하고 있지만 그는 현주가 기대하는 성적 만족을 주지 못하고 게다가 그의 지독하게 합리적인 사고방식에 짜증이 난다.
내깡패같은애인,,"박중훈,정유미,노승범,권세인",,영화,드라마,영화,0,"싸움 하나 제대로 못하지만, 입심 하난 끝내주는 삼류 건달 동철. 열혈 취업전선에 뛰어든 깡만 센 여자 세진. 깡 없는 깡패와 깡만 센 여자, 두 남녀가 매일 부딪치는 격렬한 반지하 반동거가 시작된다."
하울링,,"송강호,이나영",,영화,드라마,영화,114,"의문의 연쇄 살인, 단서는 짐승의 이빨자국뿐. 놈의 살인에는 이유가 있다. 강력계 만년 형사 상길. 어느 날 그에게 분신자살사건과 함께 신참 여형사 은영까지 파트너로 떠맡겨진다. 은영은 사체에서 발견된 짐승의 이빨자국에 주목하지만 상길은 은영의 의견을 무시하는데.."
하와이언레시피,,"오카다 마사키,아오이 유우,바이쇼 치에코",,영화,드라마,영화,111,"달콤한 냄새가 나는 호노카아 마을. 소원을 이루어준다는 달 무지개를 보러 하와이 북쪽, 호노카아 마을에 찾아온 레오는 여자친구와 다투고 이별을 맞는다. 이후 호노카아를 다시 찾은 레오는 작은 영화관에서 일하게 되는데..."
비스티걸스 감독판,,"고은아,유소영,김서지,이정혁,신민철,장태성,하태성,안유미",,영화,드라마,영화,118,"연예인 지망생 수정은 소속사의 강요로 성인 영화에 출연한다. 전라 노출 사실을 몰랐던 수정은 촬영 중 도망치고, 분개한 소속사 대표는 손해배상을 청구한다. 억 단위의 위약금을 떠안은 수정은 텐프로 마담 서현을 만나게 되고, 어쩔 수 없이 텐프로에 입성하게 된다."
아사다 가족,,"니노미야 카즈나리,츠마부키 사토시,히라타 미츠루,후부키 준,쿠로키 하루,스다 마사키",,영화,드라마,영화,1,아버지를 닮아 어릴 적부터 사진 찍는 것을 좋아하던 마사시는 사진전문학교에 진학하고 졸업작품으로 가족들과의 행복한 시간을 재현한 사진을 찍는다. 독특한 가족사진으로 주목받게 된 그는 타카하라 가족을 시작으로 전국 각지를 돌며 특별한 가족사진을 찍어주는데...
우스운게 딱! 좋아!,,"이민구,김휘규,이태희,김도윤,신소연,탁이온,문주하,공민정,류경수,정애화,김휘규,장준휘,김종구,신소연,조희봉,백지혜,김재화,탁이온,나호숙,한경희,지성근",,영화,드라마,영화,101,"눈치 없는 성구 때문에 울화통이 치미는 현, 전 남자친구에게 청첩장을 받은 소연, 서로 자기 말만 하는 가족들과 하루 종일 지지고 볶는 민정, 죽은 친구의 은밀한 물건을 숨겨야 하는 소연. 본격 MZ 고군분투 코미디! 우리 인생에서 가장 발칙한 순간들을 만난다."
안나푸르나,,"김강현,차선우",,영화,드라마,영화,71,"[캐치온 앱에서 시청 가능, 캐치온 VOD 패키지 가입자는 무료] 강현은 얼마 전 제대한 후배 선우와 함께 북악산을 오른다. 둘의 대화는 자연스럽게 그들의 과거 연인들을 소환한다. 그녀들과의 관계는 마치 산길처럼 오르막과 내리막을 반복하고, 때론 길을 잃어 헤매기도..."
소통과거짓말,,"장선,김권후,김선영,김아현,박지훈",,영화,드라마,영화,1,한 여자가 자신의 몸을 함부로 내던지며 살아간다. 한 남자는 자신의 언어들로 세상을 향해 떠들어대며 살아간다. 언뜻 보기에 경악할 만큼 과장된 제스처와 어떤 의미도 없는 거짓말로 세상을 버티는 두 사람은 우연히 서로를 알아보게 되는데...
극장판 아오바의 식탁,,"니시다 나오미,이치카와 미와코,오시나리 슈고,우에하라 미쿠,호소다 카나타,카마타 라이쥬",,영화,드라마,영화,104,"셀럽 엄마 토모요를 둔 열일곱 소녀 유코. 잘나가는 엄마 그늘에서 벗어나 여름방학 동안 나만의 꿈을 찾겠다는 목표로 혼자 용감하게 도쿄로 상경을 감행한다! 토모요의 친구 하루코의 집, 아오바 하우스에서 머물게 된 유코. 싱그러운 청춘의 여름방학을 보내나 싶었지만..."
생일,,"설경구,전도연,김보민,윤찬영,박종환,성유빈,탕준상,신문성",,영화,드라마,영화,120,"세상을 먼저 떠난 아들 수호에 대한 그리움을 안고 살아가는 정일과 순남의 가족. 어김없이 올해도 아들의 생일이 돌아오고, 가족들의 그리움은 더욱 커져만 간다. 수호가 없는 수호의 생일. 가족과 친구들은 함께 모여 서로가 간직했던 특별한 기억을 선물하기로 한다."
3월의 라이온 전편,,"카미키 류노스케,아리무라 카스미,쿠라시나 카나,소메타니 쇼타,키요하라 카야,닛츠 치세,사사키 쿠라노스케,카세 료",,영화,드라마,영화,137,"어린 시절 가족을 잃고 홀로 사는 소년이 프로 장기 기사가 된다. 그리고 세 자매를 만나면서 가족과 우정, 사랑에 대한 새로운 세상을 만난다. [허니와 클로버] 우미노 치카의 만화를 원작으로 한 영화는 새로운 가족의 풍경과 사람으로 위로받고 치유하는 이야기를 그린다."
아이스맨,,"크리스 에반스,마이클 새넌,위노나 라이더,제임스 프랭코",,영화,드라마,영화,0,마피아 두목 로이에게 임무를 제안받은 쿠클린스키는 완벽하게 첫 살인 임무를 성공해 살인청부업에 몸담게 된다. 가족을 끔직하게 아끼고 생각하던 그는 철저하게 비밀로 하며 이중생활을 하는데... 1980년대 실재했던 리처드 쿠클린스키의 잔혹한 이중생활이 공개된다.
10년,,"스기사키 하나,이케와키 치즈루,타이가,쿠니무라 준,카와구치 사토루",,영화,드라마,영화,99,"안락사, 인공지능과 완전히 통제된 교육, 디지털 유산과 알 권리, 환경오염, 전쟁을 비롯해 이미 우리의 이야기, 혹은 우리의 이야기가 될 수도 있는 세상. 고레에다 히로카즈 감독 n 신예 5인 감독이 만든, 냉철하지만 그 안에 따뜻함이 숨어있는 5개의 시선에 관한 이야기."
쾌락의 밤,,"안젤리 캉,숀 드 구즈만,제이 마날로",,영화,드라마,영화,1,"뛰어난 외모의 알렉사는 양아버지 레오 탄에게 성폭행을 당하고, 이를 알고있던 어머니의 친구 암파로와 신경전을 벌인다. 한편, 알렉사는 어머니 친구의 운전사로 일하는 가스파와 이성적인 끌림에 관계를 맺는다. 인기척을 느낀 양아버지 레오는 알렉사의 방으로 향하는데.."
홀리,,"민아,신이,정애연,경수진",,영화,드라마,영화,0,"소녀, 세상을 향해 날아오르다. 운명적으로 엮인 세 여자의 이야기. 완이는 기지촌의 미군 클럽에서 댄서로 일하는 엄마 홀리와 함께 사는 소녀다. 미군클럽에서 춤을 추는 엄마를 양공주라 놀려대며 따돌림 하는 환경을 견디기 힘들어 해도 엄마 홀리를 부끄러워하진 않는다."
어우동,,"이보희,안성기,김명곤,박원숙",,영화,드라마,영화,0,"조선 성종 때, 양반집 규수 어우동은 부모님의 강요로 종친 태산군에게 시집을 가지만 아이를 낳지 못한다는 이유로 구박을 받는다. 기생 향지는 물에 빠지려던 어우동에게 기생수업을 받게 한다. 그 후, 그녀의 명성이 높아가자 시집과 친정에서는 자객 갈매를 보내는데..."
바람의전설,,"이성재,박솔미,김수로",,영화,드라마,영화,132,자칭 예술가 박풍식. 혹자를 그를 제비라 부르지만 그는 어디까지나 사교댄스를 추는 무도 예술가이다. 자형이 경영하는 총판 대리점에서 일하고 있는 평범한 관리 사원이었던 박풍식은 우연히 포장마차에서 만난 고등학교 동창 만수를 통해 사교댄스를 배우게 되는데...
나나2,,"나카시마 미카,이치카와 유이,쿄 노부오,나리미야 히로키",,영화,드라마,영화,131,전편보다 더욱 발랄하고 로맨틱하게 돌아왔다. 서로 다른 스타일과 감성의 소유자지만 항상 함께인 오오사키와 하치. 하치는 평소 좋아하던 밴드의 타쿠미와 나나의 밴드에서 기타를 맡고 있는 노부 사이에서 한 명을 선택해야 하는 행복한 고민에 빠지는데...
죄 많은 소녀,,"전여빈,서영화,고원희,전소니,유재명,이봄,이태경,선우정아,허동원,김태준,서현우,정인기,손강국,박길수,윤혜리",,영화,드라마,영화,113,"화면해설, 자막 삽입. 친구 경민의 갑작스러운 실종으로 마지막까지 함께 있었던 영희는 가해자로 지목된다. 딸의 행방을 알아야 하는 경민의 엄마, 사건의 진실을 밝히려는 형사, 친구의 진심을 숨겨야 하는 한솔. 주변 모든 사람이 영희를 의심한다."
비스티걸스,,"고은아,유소영,김서지,이정혁,신민철,장태성,하태성,안유미",,영화,드라마,영화,0,"연예인 지망생 수정은 소속사의 강요로 전라 노출 영화에 출연하게 된다. 전라 노출 사실을 알리 없었던 수정은 촬영 현장에서 도망치고, 소속사는 손해배상을 청구한다. 억 단위의 위약금을 떠안은 수정은 어쩔 수 없이 텐프로에 입성하는데..."
문영,,"김태리,정현,박완규,박정식",,영화,드라마,영화,0,"카메라에 사람들의 얼굴을 담는 말 없는 소녀 문영. 추운 겨울, 술주정하는 아버지를 피해 뛰쳐나온 문영은 연인과 울며 헤어지는 희수를 몰래 찍다가 들키게 된다. 학교에서도, 집에서도 혼자이던 문영의 곁으로 희수가 들어오는데..."
일본패망하루전,,"야쿠쇼 코지,모토키 마사히로,마츠자카 토리,츠츠미 신이치",,영화,드라마,영화,0,"1945년 태평양 전쟁에서 패색이 짙어진 일본은 연합군으로부터 무조건 항복을 요구받는다. 히로시마와 나가사키에 원폭이 투하되고 일왕의 항복 선언이 받아들여지지만, 일본군 내부에서는 종전을 서두르는 무리와 항복 선언 발표를 막으려는 무리 간에 충돌이 발생하는데..."
비몽,,"오다기리 죠,이나영",,영화,드라마,영화,0,"지나간 사랑에 아파하는 란. 몽유병 상태에서, 진이 꾸는 꿈대로 행동하는 그녀. 헤어진 여자친구를 잊지 못하는 진의 꿈 때문에 자신의 의지와는 달리, 더 이상 만나고 싶지 않은 옛 애인을 찾아가게 되는 란에게 진이란 존재는 견딜 수 없는 악몽인데..."
박하사탕,,"설경구,문소리,김여진,박세범",,영화,드라마,영화,0,"자살할 수밖에 없는, 구원받을 수 없는 인간에서 점점 순수한 모습으로 돌아간 영호는 박하사탕 싸는 일을 하는 순임을 처음 만나 그녀가 건넨 박하사탕을 먹는다. 둘은 첫사랑을 느낀다. 박하사탕 같은 순수한 첫사랑 이야기가 시작된다."
크루아상,,"남보라,한상혁,윤재,장효석",,영화,드라마,영화,78,"다니는 회사마다 폐업의 불운을 겪은 희준은 안정적인 공무원이 되기 위해 몇 년째 고군분투 중이다. 그러던 어느 날, 동네 빵집 주인 성은을 알게 된 희준은 성은이 만든 빵의 맛과 제빵에 호기심을 느껴 공무원 시험을 접고 파티셰가 되어 작은 빵집을 차리게 된다."
"1986 그 여름, 그리고 고등어통조림",,"반카 이치로,하라다 코노스케,쿠사나기 츠요시,오노 마치코,다케하라 피스톨,후쿠치 모모코,하치무라 린타로,카야시마 미즈키,칸지야 시호리",,영화,드라마,영화,96,"내게는 고등어 통조림을 보면 떠오르는 아이가 있다. 사십 줄에 접어들었으나 여전히 대필 작가로 활동하고 있는 한 남자. 일도 삶도 무엇 하나 안 풀리는 그가 문득 고등어 통조림을 보며 다시금 펜을 든다. 부메랑 섬, 탄탄 바위, 자전거, 돌고래, 그리고 고등어 통조림..."
연악: 나의 운명,,"정욱,송민경",,영화,드라마,영화,113,"조선 초기, 예악으로 나라의 기틀을 세우던 시대. 대왕 세종은 천재 음악가 박연에게 조선의 음률을 바로 세우라는 어명을 내린다. 박연은 어명을 받들어 밤낮으로 연구에 몰두하지만 어려운 환경 속에서 좌절을 반복하게 된다."
화이트 릴리,,"아스카 린,야마구치 카오리,니시카와 카나코,마치 쇼우마",,영화,드라마,영화,80,"하루카는 도예가 토키코를 스승으로 모시며 그녀의 공방에서 함께 산다. 하루카는 주변 남성들과 자유롭게 관계를 맺고, 토키코에게도 성적인 요구를 하며 욕망을 채운다. 그러던 어느 날, 공방에 젊은 남성 사토루가 조수로 들어오게 되는데..."
어디로 가고 싶으신가요,,"박하선,김남희,전석호,문우진,정민주,김보라,송영규,이규회,이선규",,영화,드라마,영화,103,"서비스 해지 시까지 시청 가능. 어느 봄날, 갑작스러운 사고로 남편인 도경을 잃은 명지는 슬픔에서 벗어나기 위해 폴란드 바르샤바로 잠시 떠난다. 하지만 도경의 소식을 모르는 대학 동창 현석과의 재회에 명지는 낯선 곳에서 불쑥불쑥 남편과의 추억을 마주하게 되는데..."
발광하는 현대사,,"이상원,정다원,이원종,이유미,하주희,신정윤,하수민,금채안",,영화,드라마,영화,94,"한 사람의 결혼으로 관계가 끝난 줄 알았던 섹스파트너, 현대와 민주. 하지만 성적으로 타락해가는 현대와 가질 수 없는 것에 대한 욕망을 포기하지 못하는 민주, 그리고 두 사람과 복잡하게 얽힌 인물들의 적나라하고 추악한 욕망까지. 섹스에 발광하는 혼돈의 현대사!"
우리는 이별에 서툴러서,,"이건욱,김현진,김혜원,신민재,손우현,한예주,박동기,진혁,장이슬,지세현,이청미",,영화,드라마,영화,2,"1. 이별 영화. 건욱은 자신의 실패한 영화를 현실에서 찍어보고자 한다. 2. 연애의 숲. 연애를 하며 상처를 입은 해랑과 미오, 연우와 병대. 3. 연애의 길. 차를 타고 시골길을 달리다 다투는 혁과 이슬. 4. 헬로하와유. 자가격리 중인 지안에게 10년 만난 동훈이 찾아온다."
네 마음을 열어줘,,"야마다 안나,사쿠마 류토",,영화,드라마,영화,121,성적도 우수하고 반에서 눈에 띄는 여학생인 아이는 조용한 성격의 같은 반 친구 타토에를 짝사랑 중이다. 아이는 우연히 타토에의 사물함에서 비밀 편지를 발견하고 편지의 주인공이 매력은 하나도 없어 보이는 마유키 라는걸 알게 된다.
장군의아들3,,"박상민,오연수,신현준,이일재",,영화,드라마,영화,0,종로통을 장악했던 두한은 몸을 피해 원산으로 향한다. 그 곳에서 두한은 장은실이라는 가수를 알게 된다. 빚 때문에 매인 몸인 장은실을 위해 시라이와 싸운 두한은 다시 쫓기는 몸이 돼 만주로 간다. 만주에서 쌍칼을 만나 편하게 지내지만 그는 다시 종로로 돌아온다.
피끓는청춘,,"박보영,이종석,이세영",,영화,드라마,영화,0,"청춘은 원래 뜨겁고 힘이 남아돈다 1982년 충청도를 뒤흔든 전설의 대박 사건 영숙은 충청도를 접수한 여자 일진이지만, 홍성농고 전설의 카사노바 중길을 바라보며 애만 태운다. 한편 홍성공고 싸움짱 광식은 좀처럼 마음을 열지 않는 영숙이 야속하기만 한데..."
완전한 사육: 욕망의 시작,,"츠키후네 사라라,이치카와 토모히로,카네노 미호,토시유키 테라나카,나가이 스미레,마츠이 루나,타케나카 나오토",,영화,드라마,영화,81,"코이즈미 아야노는 아방가르드한 연출 스타일로 연극계에서 주목받는 여성 감독이다. 하지만 최근 들어 배우들의 연기가 연출의 뜻을 따라오지 못하면서 관객은 줄고, 급기야는 신작 완전한 사육 첫 공연을 앞두고 남자배우가 하차하는데..."
슈가 앤 스타,,"리아드 벨라이체,루브나 아비다르,파스칼 레지티뮈스,크리스틴 시티,조르주 코라파스,파트리크 다쉼사오,프레데릭 픽스",,영화,드라마,영화,110,불우한 가정 환경으로 위탁 가정에서 자라게 된 소년 야지드. 소년은 인생의 유일한 낙이자 행복으로 페이스트리 셰프가 되는 것을 꿈꾼다. 이후 자신의 꿈을 이루기 위해 페이스트리로 유명한 대궁전 소속 메인 셰프의 추천장 사인을 위조해 들어가지만...
말모이,,"유해진,윤계상,김홍파,우현,김태훈,김선영,민진웅",,영화,드라마,영화,135,"[택시운전사] 각본 엄유나의 첫 연출작. 우리말 사용이 금지된 1940년대, 까막눈 판수가 조선어학회 대표 정환을 만나 사전을 만들기 위해 비밀리에 전국의 우리말과 마음까지 모으는 이야기."
고양이와 할아버지,,"타테카와 시노스케,시바사키 코우,코바야시 카오루,에모토 타스쿠,긴푼초,다나카 유코",,영화,드라마,영화,103,"할머니, 할아버지, 그리고 고양이의 섬에서 6살 고양이 타마와 단둘이 사는 다이키치 할아버지. 죽은 아내가 남긴 미완성 레시피 노트를 발견한 그는 자신만의 레시피로 비어있는 페이지를 채워나간다. 이 섬에 하나뿐인 카페 주인 미치코에게 새로운 음식을 배우면서."
고독한 늑대의 피,,"야쿠쇼 코지,마츠자카 토리,마키 요코,오토오 타쿠마,스루가 타로,나카무라 토모야,아베 준코,타키토 켄이치,야지마 켄이치,타구치 토모로오,이노우에 하지메",,영화,드라마,영화,1,"1988년. 히로시마 쿠레하라에서는 폭력단 조직이 거리를 움직인다. 카코무라 파와 오타니 파가 적대적인 관계. 어느 날, 카코무라 파와 연관된 사원이 행방불명되자, 오오우에 쇼고 경사는 살인사건의 냄새를 맡고 수사에 착수하는데..."
마을에 부는 산들바람,,"카호,오카다 마사키,나츠카와 유이",,영화,드라마,영화,0,"산과 밭으로 둘러싸인 시골마을. 초, 중학생 모두 합쳐 6명뿐인 분교에서 중학교 2학년생 미기타 소요는 유일한 상급생으로서 아이들을 돌보느라 언제나 분주하다. 그러던 어느 날 도쿄로부터 잘생기고 멋진 오오사와 히로미가 전학을 오는데..."
히말라야,,"황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수",,영화,드라마,영화,124,"시청각장애인을 위한 화면해설, 자막 삽입버전. 엄홍길 대장과 휴먼 원정대의 감동 실화. 산사나이의 가슴 뜨거운 우정을 그리다. 세계의 지붕 히말라야, 그곳에서 모두가 함께 이뤄낸 위대한 도전. 기록도, 명예도, 보상도 없는 가슴 뜨거운 여정이 시작된다."
언덕길의 아폴론,,"치넨 유리,나카가와 타이시,코마츠 나나,딘 후지오카,나카무라 바이쟈쿠,마노 에리나 ,마츠무라 호쿠토",,영화,드라마,영화,120,"서비스 해지 시까지 시청 가능. 피아노만이 유일한 친구였던 카오루는 전학 첫날, 학교 최고의 불량아 센타로와 그의 소꿉친구 리츠코를 만난다. 조그만 합주실을 무대 삼아 재즈 음악을 공유하며 세 사람은 우정을 키워가고, 그렇게 카오루에게도 첫사랑이 찾아온다."
빛의 아버지: 파이널 판타지 XIV,,"사카구치 켄타로,요시다 코타로,사쿠마 유이,야마모토 마이카,사토 류타,자이젠 나오미",,영화,드라마,영화,115,승진을 앞두고 있던 아키오의 아버지는 돌연 회사를 그만두고 집으로 돌아온다. 무슨 생각을 하고 있는지 모르겠는 아버지와 자연스레 소통하고자 어릴 적 함께 했던 게임 파이널 판타지 14를 선물로 드린 아키오. 자신의 정체를 속이고 게임 속에서 많은 이야기를 나누는데..
사쿠라,,"키타무라 타쿠미,고마츠 나나,요시자와 료",,영화,드라마,영화,119,"나의 영웅이었던 형의 죽음, 그 이후 가족들의 관계는 부서졌다. 상실감으로 집을 떠난 아버지가 2년 만에 집으로 돌아온다. 다섯 명의 가족 그리고 반려견 사쿠라. 흔한 가족의 아름답지만은 않은 인간답고 따뜻한 이야기가 시작된다."
비밀과 거짓말: 시크릿 네임,,"리나 쿠드리,모드 와이러,사빈느 아젬마",,영화,드라마,영화,1,"1914년 파리 거리를 전전하며 생활하던 넬리 는 우연한 기회에 적십자에 지원해 전방에서 간호사로 일하게 된다. 스위스 상류층 여인, 로즈 가 포격에 의해 죽자, 넬리 는 로즈 의 옷을 입고 그녀가 갖고 있던 추천서를 들고 렝윌 부인을 찾아간다. 로즈 의 이름으로..."
나쁜 수업,,"윤설희,이한빛,김보현",,영화,드라마,영화,0,아빠에게 성적학대를 당한 여고생과 홀로된 엄마 사이의 성적 욕망과 화해를 다룬 영화.
바람의 색,,"후루카와 유우키,후지이 타케미,이시이 토모야,히카마다 요시히코,코이치 만타로,나카다 요시코,다케나카 나오토",,영화,드라마,영화,119,"마술사 류는 세계 최초 탈출 마술공연 중 예기치 않은 사고로 연인 아야와 이별한다. 한편, 연인 유리와의 이별로 무의미한 삶을 보내던 료. 뉴스를 통해 자신과 닮은 류의 실종 소식을 접하게 되고, 운명에 이끌리듯 찾아간 홋카이도에서 유리와 꼭 닮은 아야를 만나게 된다."
경아의 딸,,"김정영,하윤경,김우겸,박혜진",,영화,드라마,영화,119,"서비스 해지 시까지 시청 가능. 홀로 살아가는 경아에게 힘이 되어주는 유일한 존재인 딸 연수는 독립한 뒤로 얼굴조차 보기 어렵다. 그러던 어느 날, 헤어진 남자친구가 유출한 동영상 하나에 연수의 평범한 일상이 무너져버리는데..."
임파서블 러브,,"비르지니 에피라,니엘스 슈나이더,제니 베스",,영화,드라마,영화,1,"Scene #1. 필연적 만남. 여자와 남자. 단번에 빠져들어 뜨겁게 타오르다. Scene #2. 예정된 이별. 남자가 떠난 후, 여자는 임신한 사실을 알게 된다. Scene #3. 잘못된 재회. 다시 찾아온 남자. 모녀의 인생이 흔들린다."
블레이즈,,"벤 딕키,앨리아 쇼캣,조쉬 해밀턴,찰리 섹스턴",,영화,드라마,영화,1,"당신은 내 삶이고, 음악이야! 작은 술집을 떠돌며 노래를 부르던 컨트리 싱어송라이터 블레이즈. 그는 따뜻한 영혼을 가진 여인 시빌 을 만나 운명같은 사랑을 시작한다."
그들도 우리처럼,,"문성근,박중훈,심혜진,황해",,영화,드라마,영화,0,"온퉁 검기만 한 탄광촌의 겨울. 방황과 혼돈의 80년대를 시위 주동 혐의로 도피 중인 대학생 기영이 폐광의 위기에 놓인 탄광촌에 숨어들어와 간신히 연탄 공장 잡역부로 취직한다. 한편, 다방에서 몸을 팔아 살아가는 영숙은 기영의 인간성에 매료되어 사랑하게 되는데..."
경성학교 사라진 소녀들,,"박보영,엄지원,박소담,공예지,주보비,심희섭,박성연,고원희",,영화,드라마,영화,0,경성학교 사라진 소녀들 미스터리 사건현장 비하인드 영상입니다.
옥합을 깨뜨릴때,,"윤정희,김지미",,영화,드라마,영화,0,보영은 한국 전쟁 때 어머니를 잃고 아버지 형식과 이모 예선과 함께 살고 있다. 이모는 보영에게 어머니의 자리를 대신해주지 못한다. 어느날 형식과 예선이 차를 타고 가다가 사고를 당한다. 그리고 병원에 입원해 있는 동안 누군가가 형식을 살해하려고 하는데...
파주,,"이선균,서우,심이영,한예리,이경영,김보경,이대연,우현",,영화,드라마,영화,0,"2003년 3월, 몇 해 동안의 인도 여행을 마치고 고향인 파주로 돌아온 최은모는 언니의 사고사가 자신이 알고 있던 사실과 다르다는 것과 언니의 남편인 김중식이 자신 앞으로 보험금을 남겨놓았다는 소식을 듣게 되는데..."
정글 속 두 군인,,"마크 진가,스테판 바크",,영화,드라마,영화,86,"르완다 군인 자비에가 속한 부대는 정글에 숨어서 집단 학살을 행한 반군을 뒤쫓으며 전쟁을 치른다. 포스탱 이병의 실수로 둘만 남게 되자, 본부대와 합류하기 위해 험한 정글을 가로질러 가지만, 곳곳에서 일어나는 반군과의 전투와 배고픔이 그들을 힘들게 한다."
흑진주,,"박노식,최지희,방성자",,영화,드라마,영화,0,아버지로 부터 많은 유산을 상속받은 진숙은 밤마다 나타나는 유령으로 신경쇠약에 걸려 몸져 눕게 되었다. 담이 세고 모험심이 강한 진숙의 친구 현희와 그녀의 애인이자 경찰관인 민호가 유령을 밝혀내기 위하여 잠복하는데...
터미널,,"마고 로비,사이먼 페그,마이크 마이어스,매튜 루이스,맥스 아이언스,카타리나 카스,덱스터 플레처,닉 모란",,영화,드라마,영화,0,의문의 고용주에게 거액의 돈을 받고 애니라는 사람을 찾아 나서는 두 명의 킬러. 예상과 달리 애니를 찾는 일엔 엄청난 비밀이 감춰져 있다. 복수를 원하는 의문의 설계자에 의해 두 킬러는 점점 위험이 도사리고 있는 올가미에 걸려든다.
비밀의 언덕,,"문승아,임선우,장선",,영화,드라마,영화,122,"서비스 해지 시까지 시청 가능. 가족은 무엇일까요? 저에게 가족은 물음표에요. 모두에게 사랑받고 싶은 감수성이 풍부하고 예민한 5학년 소녀 명은이 글쓰기 대회에 나가 숨기고 싶었던 진실과 마주하는, 그 시절 나만 아는 이 여름 우리가 꺼내 보는 비밀스러운 이야기."
역도산,,"설경구,나카타니 미키,후지 타츠야",,영화,드라마,영화,140,"1950년 9월. 역도산은 순수 일본인이 아니면 최고의 자리에 오를 수 없는 현실에 스모를 포기한다. 2년 후 프로레슬러가 되어 돌아온 역도산은 역사적인 첫 경기가 열리던 날, 가라데 촙으로 미국 레슬러를 때려눕히며 일본인의 국민적 영웅으로 떠오르는데..."
셰이프 오브 워터 사랑의 모양,,"샐리 호킨스,마이클 섀넌,리차드 젠킨스,옥타비아 스펜서,마이클 스털버그,더그 존스,데이빗 휴렛,닉 서시",,영화,드라마,영화,123,"서비스 해지 시까지 시청가능. 1960년대 미국, 항공우주 연구센터의 비밀 실험실에서 일하는 엘라이자는 온몸이 비늘로 덮인 괴생명체와 만나게 된다. 엘라이자는 그가 우주개발을 위한 실험체란 사실을 알게 되고 그를 탈출시키기 위한 계획을 세우는데..."
가버나움,,"자인 알 라피아,요르다노스 시프로우,보루와티프 트레저 반콜,나딘 라바키,하이타 아이잠,카우사르 알 하다드,파디 유세프,일라이어스 코리",,영화,드라마,영화,0,"레바논 빈민가에 사는 자인은 시장에서 온종일 고된 배달 일을 한다. 힘들지만 아끼는 여동생, 사하르와 함께 웃으며 고단함을 이겨내던 어느 날, 자인의 부모는 생계를 위해 평소 그녀에게 눈독을 들이던 슈퍼 주인 아사드에게 팔아넘기듯 시집을 보내는데..."
무릎과무릎사이,,"안성기,이보희,임성민,이혜영",,영화,드라마,영화,0,"플롯 전공자인 음대생 자영은 빼어난 미모로 남자 동기들의 관심을 한 몸에 받는다. 그러나 자영에게는 치명적인 약점이 있으니 그것은 바로 무릎. 무릎에 누군가의 손이 닿는 순간, 자영은 자신도 모르는 성적 흥분상태에 빠지는 것인데..."
